Q13885,"Error in 7nvn, Q13885, /T@337: AA position not found in protein: Q13885, /T@337. Skipped all other attempts on this PDB file."
P09651,"Error in 7zj2, P09651, /A@171: AA position not found in protein: P09651, /A@171. Skipped all other attempts on this PDB file."
Q16778,"Error in 6a7u, Q16778, /A@64: N/Q not found in this AA or the preceding one: Q16778, /A@64. Skipped all other attempts on this PDB file."
P08670,"Error in 6bir, P08670, /C@427: AA position not found in protein: P08670, /C@427. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czt, P0DOX5, /H@288: AA position not found in protein: P0DOX5, /H@288. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czv, P0DOX5, /H@288: AA position not found in protein: P0DOX5, /H@288. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czu, P0DOX5, /H@288: AA position not found in protein: P0DOX5, /H@288. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czq, P0DOX5, /H@288: AA position not found in protein: P0DOX5, /H@288. Skipped all other attempts on this PDB file."
P09651,"Error in 7zj2, P09651, /A@73: AA position not found in protein: P09651, /A@73. Skipped all other attempts on this PDB file."
P61956,"Error in 2d07, P61956, /B@14: AA position not found in protein: P61956, /B@14. Skipped all other attempts on this PDB file."
P61956,"Error in 4bkg, P61956, /A@14: AA position not found in protein: P61956, /A@14. Skipped all other attempts on this PDB file."
P61956,"Error in 4npn, P61956, /A@14: AA position not found in protein: P61956, /A@14. Skipped all other attempts on this PDB file."
Q16778,"Error in 6a7u, Q16778, /A@68: N/Q not found in this AA or the preceding one: Q16778, /A@68. Skipped all other attempts on this PDB file."
P00918,"Error in 3k34, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 3ks3, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 5y2s, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6klz, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6km2, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6rob, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 3u7c, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6km0, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6roe, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6sbl, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6rh4, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6rqi, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6s9z, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6say, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6sbh, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6sbm, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6yzn, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6rkn, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 4yxi, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6rfh, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 4fpt, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 4frc, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 4fu5, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6sg6, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P00918,"Error in 6t81, P00918, /A@243: N/Q not found in this AA or the preceding one: P00918, /A@243. Skipped all other attempts on this PDB file."
P08238,"Error in 8gae, P08238, /A@701: AA position not found in protein: P08238, /A@701. Skipped all other attempts on this PDB file."
P08238,"Error in 7zr0, P08238, /A@701: AA position not found in protein: P08238, /A@701. Skipped all other attempts on this PDB file."
P08238,"Error in 7zub, P08238, /A@701: AA position not found in protein: P08238, /A@701. Skipped all other attempts on this PDB file."
P08238,"Error in 8eob, P08238, /A@701: AA position not found in protein: P08238, /A@701. Skipped all other attempts on this PDB file."
P08238,"Error in 7z38, P08238, /A@701: AA position not found in protein: P08238, /A@701. Skipped all other attempts on this PDB file."
P22626,"Error in 6wqk, P22626, /A@218: AA position not found in protein: P22626, /A@218. Skipped all other attempts on this PDB file."
P22626,"Error in 8duw, P22626, /A@218: AA position not found in protein: P22626, /A@218. Skipped all other attempts on this PDB file."
P22626,"Error in 8du2, P22626, /A@218: AA position not found in protein: P22626, /A@218. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czt, P0DOX5, /H@278: AA position not found in protein: P0DOX5, /H@278. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czv, P0DOX5, /H@278: AA position not found in protein: P0DOX5, /H@278. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czu, P0DOX5, /H@278: AA position not found in protein: P0DOX5, /H@278. Skipped all other attempts on this PDB file."
P0DOX5,"Error in 7czq, P0DOX5, /H@278: AA position not found in protein: P0DOX5, /H@278. Skipped all other attempts on this PDB file."
P26599,"Error in 3zzy, P26599, /A@161: AA position not found in protein: P26599, /A@161. Skipped all other attempts on this PDB file."
P26599,"Error in 3zzz, P26599, /A@161: AA position not found in protein: P26599, /A@161. Skipped all other attempts on this PDB file."
P40926,"Error in 2dfd, P40926, /A@267: N/Q not found in this AA or the preceding one: P40926, /A@267. Skipped all other attempts on this PDB file."
P22626,"Error in 6wqk, P22626, /A@226: AA position not found in protein: P22626, /A@226. Skipped all other attempts on this PDB file."
P22626,"Error in 8duw, P22626, /A@226: AA position not found in protein: P22626, /A@226. Skipped all other attempts on this PDB file."
P22626,"Error in 8du2, P22626, /A@226: AA position not found in protein: P22626, /A@226. Skipped all other attempts on this PDB file."
P02671,"Error in 3ghg, P02671, /A@288: AA position not found in protein: P02671, /A@288. Skipped all other attempts on this PDB file."
P08670,"Error in 6bir, P08670, /C@422: AA position not found in protein: P08670, /C@422. Skipped all other attempts on this PDB file."
Q15691,"Error in 2r8u, Q15691, /A@183: AA position not found in protein: Q15691, /A@183. Skipped all other attempts on this PDB file."
P35637,"Error in 5yvh, P35637, /B@467: AA position not found in protein: P35637, /B@467. Skipped all other attempts on this PDB file."
P35637,"Error in 5yvi, P35637, /B@467: AA position not found in protein: P35637, /B@467. Skipped all other attempts on this PDB file."
P07477,"Error in 2ra3, P07477, /A@77: index 0 is out of bounds for axis 0 with size 0. Skipped all other attempts on this PDB file."
P07477,"Error in 4wwy, P07477, /A@77: index 0 is out of bounds for axis 0 with size 0. Skipped all other attempts on this PDB file."
P07477,"Error in 4wxv, P07477, /A@77: index 0 is out of bounds for axis 0 with size 0. Skipped all other attempts on this PDB file."
P32119,"Error in 5ijt, P32119, /A@186: AA position not found in protein: P32119, /A@186. Skipped all other attempts on this PDB file."
P11021,"Error in 6asy, P11021, /A@476: N/Q not found in this AA or the preceding one: P11021, /A@476. Skipped all other attempts on this PDB file."
P11021,"Error in 7n1r, P11021, /A@476: N/Q not found in this AA or the preceding one: P11021, /A@476. Skipped all other attempts on this PDB file."
P11021,"Error in 5e84, P11021, /A@476: N/Q not found in this AA or the preceding one: P11021, /A@476. Skipped all other attempts on this PDB file."
P09429,"Error in 6cik, P09429, /N@134: Expected exactly two atoms and/or measurable objects (e.g. axes, planes), or one or more measurable objects and one or more atoms, got 1 atoms and 0 measurable objects. Skipped all other attempts on this PDB file."
Q08211,"Error in 8szp, Q08211, /A@169: AA position not found in protein: Q08211, /A@169. Skipped all other attempts on this PDB file."
P02671,"Error in 3ghg, P02671, /A@267: AA position not found in protein: P02671, /A@267. Skipped all other attempts on this PDB file."
P29972,"Error in 7uze, P29972, /A@261: AA position not found in protein: P29972, /A@261. Skipped all other attempts on this PDB file."
P29972,"Error in 8cte, P29972, /M@261: AA position not found in protein: P29972, /M@261. Skipped all other attempts on this PDB file."
P29972,"Error in 8ct2, P29972, /A@261: AA position not found in protein: P29972, /A@261. Skipped all other attempts on this PDB file."
P29972,"Error in 4csk, P29972, /A@261: AA position not found in protein: P29972, /A@261. Skipped all other attempts on this PDB file."
P09972,"Error in 1xfb, P09972, /A@361: AA position not found in protein: P09972, /A@361. Skipped all other attempts on this PDB file."
P22626,"Error in 6wqk, P22626, /A@245: AA position not found in protein: P22626, /A@245. Skipped all other attempts on this PDB file."
P22626,"Error in 8duw, P22626, /A@245: AA position not found in protein: P22626, /A@245. Skipped all other attempts on this PDB file."
P22626,"Error in 8du2, P22626, /A@245: AA position not found in protein: P22626, /A@245. Skipped all other attempts on this PDB file."
P02671,"Error in 3ghg, P02671, /A@236: AA position not found in protein: P02671, /A@236. Skipped all other attempts on this PDB file."
P09651,"Error in 7zj2, P09651, /A@245: AA position not found in protein: P09651, /A@245. Skipped all other attempts on this PDB file."
P09651,"Error in 7bx7, P09651, /A@245: AA position not found in protein: P09651, /A@245. Skipped all other attempts on this PDB file."
P09651,"Error in 6bxx, P09651, /A@245: Cannot set attribute 'res_numbering' to 'uniprot'. Skipped all other attempts on this PDB file."
Q02750,"Error in 7m0x, Q02750, /B@21: AA position not found in protein: Q02750, /B@21. Skipped all other attempts on this PDB file."
Q02750,"Error in 6pp9, Q02750, /B@21: AA position not found in protein: Q02750, /B@21. Skipped all other attempts on this PDB file."
Q02750,"Error in 7m0u, Q02750, /B@21: AA position not found in protein: Q02750, /B@21. Skipped all other attempts on this PDB file."
Q02750,"Error in 7m0w, Q02750, /B@21: AA position not found in protein: Q02750, /B@21. Skipped all other attempts on this PDB file."
Q02750,"Error in 6v2w, Q02750, /B@21: AA position not found in protein: Q02750, /B@21. Skipped all other attempts on this PDB file."
Q02750,"Error in 7m0z, Q02750, /B@21: AA position not found in protein: Q02750, /B@21. Skipped all other attempts on this PDB file."
