Q5CZC0,Error in Q5CZC0@: aa_position not found
Q96N23,Error in Q96N23@: aa_position not found
O15417,Error in O15417@: aa_position not found
Q8WXX0,Error in Q8WXX0@: aa_position not found
Q8WXG9,Error in Q8WXG9@: aa_position not found
Q9UPA5,Error in Q9UPA5@: aa_position not found
Q8NEZ4,Error in Q8NEZ4@: aa_position not found
P98088,Error in P98088@: aa_position not found
Q8WXI7,Error in Q8WXI7@: aa_position not found
Q96RW7,Error in Q96RW7@: aa_position not found
Q99698,Error in Q99698@: aa_position not found
Q6V0I7,Error in Q6V0I7@: aa_position not found
Q9NYQ6,Error in Q9NYQ6@: aa_position not found
Q15149,Error in Q15149@: aa_position not found
Q9HBT7,Error in Q9HBT7@: aa_position not found
P46013,Error in P46013@: aa_position not found
Q8WXG9,Error in Q8WXG9@: aa_position not found
Q6KC79,Error in Q6KC79@: aa_position not found
Q9HC84,Error in Q9HC84@: aa_position not found
Q6ZQQ6,Error in Q6ZQQ6@: aa_position not found
O75445,Error in O75445@: aa_position not found
P25391,Error in P25391@: aa_position not found
Q8IVF4,Error in Q8IVF4@: aa_position not found
P46939,Error in P46939@: aa_position not found
P24043,Error in P24043@: aa_position not found
A4UGR9,Error in A4UGR9@: aa_position not found
Q9Y520,Error in Q9Y520@: aa_position not found
Q6V0I7,Error in Q6V0I7@: aa_position not found
Q30167,Error in Q30167@: aa_position not found
A0A087WUL8,Error in A0A087WUL8@: aa_position not found
Q3L8U1,Error in Q3L8U1@: aa_position not found
Q96M86,Error in Q96M86@: aa_position not found
Q6ZS81,Error in Q6ZS81@: aa_position not found
Q5T1H1,Error in Q5T1H1@: aa_position not found
Q02224,Error in Q02224@: aa_position not found
Q09666,Error in Q09666@: aa_position not found
Q7Z7G8,Error in Q7Z7G8@: aa_position not found
Q13099,Error in Q13099@: aa_position not found
Q9NT68,Error in Q9NT68@: aa_position not found
P49454,Error in P49454@: aa_position not found
Q7Z7M0,Error in Q7Z7M0@: aa_position not found
P20929,Error in P20929@: aa_position not found
Q6V0I7,Error in Q6V0I7@: aa_position not found
Q685J3,Error in Q685J3@: aa_position not found
Q9Y493,Error in Q9Y493@: aa_position not found
P78509,Error in P78509@: aa_position not found
P25054,Error in P25054@: aa_position not found
Q9NYQ6,Error in Q9NYQ6@: aa_position not found
Q9UPN3,Error in Q9UPN3@: aa_position not found
Q14643,Error in Q14643@: aa_position not found
Q2LD37,Error in Q2LD37@: aa_position not found
Q5T1H1,Error in Q5T1H1@: aa_position not found
P24043,Error in P24043@: aa_position not found
P35556,Error in P35556@: aa_position not found
Q96JG9,Error in Q96JG9@: aa_position not found
Q03001,Error in Q03001@: aa_position not found
Q8N3K9,Error in Q8N3K9@: aa_position not found
P04114,Error in P04114@: aa_position not found
P49454,Error in P49454@: aa_position not found
Q8TD26,Error in Q8TD26@: aa_position not found
Q9H799,Error in Q9H799@: aa_position not found
Q09666,Error in Q09666@: aa_position not found
Q7Z407,Error in Q7Z407@: aa_position not found
Q5CZC0,Error in Q5CZC0@: aa_position not found
Q3L8U1,Error in Q3L8U1@: aa_position not found
Q96JB1,Error in Q96JB1@: aa_position not found
O95714,Error in O95714@: aa_position not found
Q9Y520,Error in Q9Y520@: aa_position not found
P46939,Error in P46939@: aa_position not found
Q8NFC6,Error in Q8NFC6@: aa_position not found
O60673,Error in O60673@: aa_position not found
Q8N3K9,Error in Q8N3K9@: aa_position not found
P15822,Error in P15822@: aa_position not found
Q5SZK8,Error in Q5SZK8@: aa_position not found
Q9HC84,Error in Q9HC84@: aa_position not found
Q2LD37,Error in Q2LD37@: aa_position not found
Q8N3K9,Error in Q8N3K9@: aa_position not found
O60673,Error in O60673@: aa_position not found
Q96T58,Error in Q96T58@: aa_position not found
Q68DQ2,Error in Q68DQ2@: aa_position not found
P25054,Error in P25054@: aa_position not found
Q9P2P6,Error in Q9P2P6@: aa_position not found
O60673,Error in O60673@: aa_position not found
Q6ZR08,Error in Q6ZR08@: aa_position not found
Q99698,Error in Q99698@: aa_position not found
O60494,Error in O60494@: aa_position not found
Q8TDJ6,Error in Q8TDJ6@: aa_position not found
Q7Z7G8,Error in Q7Z7G8@: aa_position not found
Q9NYQ8,Error in Q9NYQ8@: aa_position not found
O75592,Error in O75592@: aa_position not found
Q8IVF4,Error in Q8IVF4@: aa_position not found
Q5T1H1,Error in Q5T1H1@: aa_position not found
Q96DT5,Error in Q96DT5@: aa_position not found
O15230,Error in O15230@: aa_position not found
O75691,Error in O75691@: aa_position not found
Q8TCU4,Error in Q8TCU4@: aa_position not found
Q70CQ2,Error in Q70CQ2@: aa_position not found
Q5T1H1,Error in Q5T1H1@: aa_position not found
Q9UKN7,Error in Q9UKN7@: aa_position not found
Q9P2P6,Error in Q9P2P6@: aa_position not found
P78509,Error in P78509@: aa_position not found
Q02505,Error in Q02505@: aa_position not found
Q02505,Error in Q02505@: aa_position not found
Q5CZC0,Error in Q5CZC0@: aa_position not found
P20930,Error in P20930@: aa_position not found
Q9H251,Error in Q9H251@: aa_position not found
Q9UPN3,Error in Q9UPN3@: aa_position not found
P98164,Error in P98164@: aa_position not found
Q14643,Error in Q14643@: aa_position not found
Q7Z7M0,Error in Q7Z7M0@: aa_position not found
Q15413,Error in Q15413@: aa_position not found
Q8TDJ6,Error in Q8TDJ6@: aa_position not found
Q9NYQ7,Error in Q9NYQ7@: aa_position not found
P58107,Error in P58107@: aa_position not found
Q8IYW2,Error in Q8IYW2@: aa_position not found
Q13315,Error in Q13315@: aa_position not found
P98161,Error in P98161@: aa_position not found
Q5T4S7,Error in Q5T4S7@: aa_position not found
Q9UKN7,Error in Q9UKN7@: aa_position not found
Q5VST9,Error in Q5VST9@: aa_position not found
Q5CZC0,Error in Q5CZC0@: aa_position not found
Q99698,Error in Q99698@: aa_position not found
P98161,Error in P98161@: aa_position not found
P35556,Error in P35556@: aa_position not found
Q7Z408,Error in Q7Z408@: aa_position not found
Q5T4S7,Error in Q5T4S7@: aa_position not found
Q8WXI7,Error in Q8WXI7@: aa_position not found
Q8IZT6,Error in Q8IZT6@: aa_position not found
P98164,Error in P98164@: aa_position not found
P78509,Error in P78509@: aa_position not found
O60494,Error in O60494@: aa_position not found
P13611,Error in P13611@: aa_position not found
Q9NZR2,Error in Q9NZR2@: aa_position not found
O95359,Error in O95359@: aa_position not found
P35556,Error in P35556@: aa_position not found
Q86WI1,Error in Q86WI1@: aa_position not found
Q5SRD0,Error in Q5SRD0@: aa_position not found
Q86UQ4,Error in Q86UQ4@: aa_position not found
Q14517,Error in Q14517@: aa_position not found
Q6ZRI0,Error in Q6ZRI0@: aa_position not found
Q5T4S7,Error in Q5T4S7@: aa_position not found
Q9NYQ6,Error in Q9NYQ6@: aa_position not found
Q9P2D7,Error in Q9P2D7@: aa_position not found
Q96M86,Error in Q96M86@: aa_position not found
Q9Y485,Error in Q9Y485@: aa_position not found
Q14789,Error in Q14789@: aa_position not found
O60281,Error in O60281@: aa_position not found
O75445,Error in O75445@: aa_position not found
Q75N90,Error in Q75N90@: aa_position not found
P04114,Error in P04114@: aa_position not found
Q96PZ7,Error in Q96PZ7@: aa_position not found
P51587,Error in P51587@: aa_position not found
Q7Z407,Error in Q7Z407@: aa_position not found
Q07954,Error in Q07954@: aa_position not found
Q9Y520,Error in Q9Y520@: aa_position not found
Q6V0I7,Error in Q6V0I7@: aa_position not found
Q8WXG9,Error in Q8WXG9@: aa_position not found
Q14643,Error in Q14643@: aa_position not found
Q96RW7,Error in Q96RW7@: aa_position not found
Q6V0I7,Error in Q6V0I7@: aa_position not found
Q16787,Error in Q16787@: aa_position not found
Q9UPN3,Error in Q9UPN3@: aa_position not found
Q9NR99,Error in Q9NR99@: aa_position not found
Q5T1H1,Error in Q5T1H1@: aa_position not found
O60494,Error in O60494@: aa_position not found
Q9Y520,Error in Q9Y520@: aa_position not found
Q9P2P6,Error in Q9P2P6@: aa_position not found
Q9H799,Error in Q9H799@: aa_position not found
P98164,Error in P98164@: aa_position not found
Q9P225,Error in Q9P225@: aa_position not found
Q8IVF2,Error in Q8IVF2@: aa_position not found
Q8TDJ6,Error in Q8TDJ6@: aa_position not found
Q96N23,Error in Q96N23@: aa_position not found
P49792,Error in P49792@: aa_position not found
Q9P2D7,Error in Q9P2D7@: aa_position not found
