P04114,Error in P04114@: aa_position not found
P12111,Error in P12111@: aa_position not found
P58107,Error in P58107@: aa_position not found
P04114,Error in P04114@: aa_position not found
P12111,Error in P12111@: aa_position not found
Q15149,Error in Q15149@: aa_position not found
Q09666,Error in Q09666@: aa_position not found
P04114,Error in P04114@: aa_position not found
P07203,Error in P07203@: aa_position not found
Q9NNW7,Error in Q9NNW7@: aa_position not found
Q15149,Error in Q15149@: aa_position not found
P12111,Error in P12111@: aa_position not found
P04114,Error in P04114@: aa_position not found
Q09666,Error in Q09666@: aa_position not found
Q09666,Error in Q09666@: aa_position not found
P13611,Error in P13611@: aa_position not found
P04114,Error in P04114@: aa_position not found
Q12955,Error in Q12955@: aa_position not found
P15924,Error in P15924@: aa_position not found
Q99715,Error in Q99715@: aa_position not found
Q99611,Error in Q99611@: aa_position not found
Q09666,Error in Q09666@: aa_position not found
P98160,Error in P98160@: aa_position not found
P04114,Error in P04114@: aa_position not found
Q15149,Error in Q15149@: aa_position not found
Q07954,Error in Q07954@: aa_position not found
Q14571,Error in Q14571@: aa_position not found
P12111,Error in P12111@: aa_position not found
P13611,Error in P13611@: aa_position not found
P22105,Error in P22105@: aa_position not found
Q63HN8,Error in Q63HN8@: aa_position not found
Q15149,Error in Q15149@: aa_position not found
Q14204,Error in Q14204@: aa_position not found
P12111,Error in P12111@: aa_position not found
Q9C0D9,Error in Q9C0D9@: aa_position not found
Q07954,Error in Q07954@: aa_position not found
Q709C8,Error in Q709C8@: aa_position not found
